1448959867.755081,0
1448959867.766311,0
1448959867.777542,0
1448959867.789238,0
1448959867.800923,0
1448959867.812716,0
1448959867.824401,0
1448959867.838307,0
1448959867.854077,0
1448959867.869772,0
1448959867.885546,0
1448959867.901225,0
1448959867.916944,0
1448959867.932789,0
1448959867.948633,0
1448959867.964430,0
1448959867.979408,0
1448959867.994080,0
1448959868.008790,0
1448959868.023540,0
1448959868.038276,0
1448959868.053029,0
1448959868.067807,0
1448959868.082470,0
1448959868.097184,0
1448959868.111899,0
1448959868.127423,0
1448959868.143122,0
1448959868.158886,0
1448959868.174599,0
1448959868.190361,0
1448959868.206079,0
1448959868.221843,0
1448959868.237556,0
1448959868.253332,0
1448959868.269104,0
1448959868.284899,0
1448959868.300702,0
1448959868.316518,0
1448959868.332331,0
1448959868.348160,0
1448959868.363929,0
1448959868.379775,0
1448959868.395579,0
1448959868.411249,0
1448959868.427029,0
1448959868.442782,0
1448959868.458488,0
1448959868.474213,0
1448959868.489940,0
1448959868.505710,0
1448959868.521498,0
1448959868.537262,0
1448959868.552952,0
1448959868.568795,0
1448959868.584545,0
1448959868.600392,0
1448959868.616154,0
1448959868.631958,0
1448959868.647724,0
1448959868.663509,0
1448959868.679225,0
1448959868.695021,0
1448959868.710787,0
1448959868.726554,0
1448959868.742297,0
1448959868.758041,0
1448959868.773734,0
1448959868.787740,0
1448959868.799264,0
1448959868.810490,0
1448959868.822240,0
1448959868.834021,0
1448959868.845757,0
1448959868.857546,0
1448959868.869235,0
1448959868.881013,0
1448959868.892804,0
1448959868.904592,0
1448959868.916374,0
1448959868.928160,0
1448959868.939955,0
1448959868.951730,0
1448959868.963521,0
1448959868.975275,0
1448959868.987025,0
1448959868.998801,0
1448959869.010586,0
1448959869.022377,0
1448959869.034151,0
1448959869.045953,0
1448959869.057679,0
1448959869.069463,0
1448959869.081154,0
1448959869.092953,0
1448959869.104729,0
1448959869.116527,0
1448959869.128313,0
1448959869.140104,0
1448959869.151869,0
1448959869.163653,0
1448959869.175415,0
1448959869.187175,0
1448959869.198941,0
1448959869.210733,0
1448959869.222506,0
1448959869.234288,0
1448959869.246060,0
1448959869.257810,0
1448959869.269576,0
1448959869.281291,0
1448959869.293016,0
1448959869.304741,0
1448959869.316533,0
1448959869.328330,0
1448959869.340115,0
1448959869.351838,0
1448959869.363639,0
1448959869.379283,0
1448959869.395087,0
1448959869.410854,0
1448959869.426561,0
1448959869.442315,0
1448959869.458001,0
1448959869.473735,0
1448959869.489484,0
1448959869.505244,0
1448959869.520936,0
1448959869.536772,0
1448959869.552516,0
1448959869.568356,0
1448959869.584173,0
1448959869.600002,0
1448959869.615784,0
1448959869.631577,0
1448959869.647296,0
1448959869.663123,0
1448959869.678867,0
