1448960374.190618,0
1448960374.204586,0
1448960374.219002,0
1448960374.232923,0
1448960374.246966,0
1448960374.261295,0
1448960374.275982,0
1448960374.290712,0
1448960374.305488,0
1448960374.320217,0
1448960374.334975,0
1448960374.349715,0
1448960374.364348,0
1448960374.379081,0
1448960374.393813,0
1448960374.408523,0
1448960374.423279,0
1448960374.438040,0
1448960374.452798,0
1448960374.467566,0
1448960374.482331,0
1448960374.497029,0
1448960374.511853,0
1448960374.526537,0
1448960374.541278,0
1448960374.555958,0
1448960374.570688,0
1448960374.585398,0
1448960374.600053,0
1448960374.614730,0
1448960374.629453,0
1448960374.644117,0
1448960374.658877,0
1448960374.673617,0
1448960374.688363,0
1448960374.703104,0
1448960374.717868,0
1448960374.732582,0
1448960374.747308,0
1448960374.762089,0
1448960374.776877,0
1448960374.791700,0
1448960374.806481,0
1448960374.821190,0
1448960374.835938,0
1448960374.850675,0
1448960374.865455,0
1448960374.880200,0
1448960374.894914,0
1448960374.909609,0
1448960374.924272,0
1448960374.938995,0
1448960374.953709,0
1448960374.968440,0
1448960374.983177,0
1448960374.997920,0
1448960375.012657,0
1448960375.028297,0
1448960375.044153,0
1448960375.059992,0
1448960375.075865,0
1448960375.091696,0
1448960375.107542,0
1448960375.123304,0
1448960375.139147,0
1448960375.154950,0
1448960375.170662,0
1448960375.186333,0
1448960375.202034,0
1448960375.217706,0
1448960375.229362,0
1448960375.241114,0
1448960375.252918,0
1448960375.264702,0
1448960375.276423,0
1448960375.288195,0
1448960375.299932,0
1448960375.311560,0
1448960375.323305,0
1448960375.335068,0
1448960375.346828,0
1448960375.358542,0
1448960375.370285,0
1448960375.381976,0
1448960375.393697,0
1448960375.405364,0
1448960375.417037,0
1448960375.428773,0
1448960375.440524,0
1448960375.452270,0
1448960375.464022,0
1448960375.475762,0
1448960375.487506,0
1448960375.499228,0
1448960375.510957,0
1448960375.522701,0
1448960375.534438,0
1448960375.546156,0
1448960375.557891,0
1448960375.569660,0
1448960375.581456,0
1448960375.593176,0
1448960375.604969,0
1448960375.616751,0
1448960375.628554,0
1448960375.640368,0
1448960375.652143,0
1448960375.663940,0
1448960375.675743,0
1448960375.687541,0
1448960375.699301,0
1448960375.711101,0
1448960375.722909,0
1448960375.734693,0
1448960375.746487,0
1448960375.758252,0
1448960375.770032,0
1448960375.781820,0
1448960375.793615,0
1448960375.805400,0
1448960375.817170,0
1448960375.832823,0
1448960375.847851,0
1448960375.860184,0
1448960375.873241,0
1448960375.886725,0
1448960375.900334,0
1448960375.913895,0
1448960375.927482,0
1448960375.942220,0
1448960375.958016,0
1448960375.973749,0
1448960375.989564,0
1448960376.005344,0
1448960376.021026,0
1448960376.036844,0
1448960376.052688,0
1448960376.068494,0
1448960376.084330,0
1448960376.100182,0
1448960376.116054,0
1448960376.131888,0
1448960376.147755,0
1448960376.163550,0
1448960376.179405,0
1448960376.195203,0
1448960376.211065,0
1448960376.226722,0
1448960376.238355,0
1448960376.249563,0
1448960376.260771,0
1448960376.271975,0
1448960376.283172,0
1448960376.294365,0
1448960376.305568,0
1448960376.316760,0
1448960376.327970,0
1448960376.339169,0
1448960376.350354,0
